Name,Size,AC,HP,Strength,Dexterity,Constitution,Intelligence,Wisdom,Charisma,Saving Throws,Skills,Damage Vulnerabilities,Damage Resistances,Damage Immunities,Condition Immunities,CR,Overall
Whistler,Large,15 (natural armor),7.988165680473372,13,16,14,15,16,18,2,1,0,1,0,3,9,92
White Abishai,Medium,15 (natural armor),3.0177514792899407,16,11,18,11,12,13,2,0,0,3,3,1,6,81
White Dragon Wyrmling,Medium,16 (natural armor),1.4201183431952662,14,10,14,5,10,11,4,2,0,0,1,0,2,64
White Greatwyrm,Gargantuan,22 (natural armor),23.653846153846153,30,14,30,21,20,26,4,3,0,0,1,3,27,141
Wight,Medium,14 (studded leather),1.997041420118343,15,14,16,10,13,15,0,2,0,3,1,2,3,83
Wild Dog,Small,12,0.1331360946745562,8,15,11,3,12,6,0,1,0,0,0,0,0,55
Wildfire Spirit,Small,13 (natural armor),0.22189349112426035,10,14,14,13,15,11,0,0,0,0,1,5,0,77
Will-o'-Wells,Tiny,19,0.9763313609467456,1,28,10,13,14,11,0,0,0,7,2,7,2,77
Will-o'-Wisp,Tiny,19,0.9763313609467456,1,28,10,13,14,11,0,0,0,7,2,7,2,77
Winged Bull,Large,12,4.215976331360946,20,14,18,6,10,5,0,0,0,0,0,0,4,73
Winged Kobold,Small,13,0.3106508875739645,7,16,9,8,7,8,0,0,0,0,0,0,0.25,55
Winged Lion,Large,13,5.059171597633136,20,16,18,6,14,5,0,0,0,0,0,0,4,79
Winged Thrull,Small,12,1.3757396449704142,9,15,12,8,9,8,1,0,0,0,1,2,0.5,61
Winter Eladrin,Medium,19 (natural armor),7.322485207100591,11,16,16,18,17,13,0,0,0,1,0,0,10,91
Winter Wolf,Large,13 (natural armor),3.328402366863905,18,13,14,7,12,8,0,2,0,0,1,0,3,72
Witchlight Hand (Medium),Medium,12,0.3994082840236686,10,14,11,12,13,12,0,1,0,0,0,0,0.125,72
Witchlight Hand (Small),Small,12,0.3106508875739645,10,14,11,12,13,12,0,1,0,0,0,0,0.125,72
Witherbloom Apprentice,Small or Medium,13 (leather armor),1.952662721893491,10,14,13,12,15,11,2,3,0,0,0,0,2,75
Witherbloom Pledgemage,Small or Medium,12 (15 with vociferous form),2.9289940828402363,10,15,13,14,17,11,2,3,0,0,1,1,4,80
Witherbloom Professor of Decay,Small or Medium,14 (hide armor),4.659763313609467,11,14,16,16,19,13,4,4,0,1,0,0,7,89
Witherbloom Professor of Growth,Small or Medium,13 (hide armor),4.970414201183432,11,13,16,16,19,13,4,4,0,1,0,1,7,88
Woe Strider,Large,17 (natural armor),4.881656804733727,18,15,16,8,14,14,0,2,0,0,0,1,7,85
Wolf,Medium,13 (natural armor),0.4881656804733728,12,15,12,3,12,6,0,2,0,0,0,0,0.25,60
Wood Elf,Medium,13 (leather armor),0.7100591715976331,11,14,12,11,13,11,0,4,0,0,0,0,0.5,72
Wood Elf Wizard,Medium,12 (15 with mage armor),1.997041420118343,9,14,10,17,13,12,0,4,0,0,0,0,7,75
Wood Woad,Medium,"18 (natural armor, shield)",3.328402366863905,18,12,16,10,13,8,0,3,1,2,0,2,5,77
Wooden Donkey,Medium,10,0.4881656804733728,14,10,13,2,10,5,0,0,0,0,1,6,0.125,54
Worg,Large,13 (natural armor),1.1538461538461537,16,13,13,7,11,8,0,1,0,0,0,0,0.5,68
Wraith,Medium,13,2.9733727810650885,6,16,16,12,14,15,0,0,0,7,2,8,5,79
Wretched Sorrowsworn,Small,15 (natural armor),0.4437869822485207,7,12,9,5,6,5,0,0,0,3,0,0,0.25,44
Wurm,Huge,18 (natural armor),8.875739644970414,24,10,22,3,12,4,2,0,0,0,0,0,14,75
Wynling,Tiny,15,0.9319526627218935,3,20,13,10,14,16,0,2,0,0,0,0,0.5,76
Wyvern,Large,13 (natural armor),4.881656804733727,19,10,16,5,12,6,0,1,0,0,0,0,6,68
Xorn,Medium,19 (natural armor),3.239644970414201,17,10,22,11,10,11,0,2,0,1,0,0,5,81
Xvart,Small,13 (leather armor),0.3106508875739645,8,14,10,8,7,7,0,1,0,0,0,0,0.125,54
Xvart Speaker,Small,13 (leather armor),0.3106508875739645,8,14,10,13,7,7,0,1,0,0,0,0,0.125,59
Xvart Warlock of Raxivort,Small,12,0.9763313609467456,8,14,12,8,11,12,0,1,0,0,0,0,1,65
Y'demi,Medium,16 (blood aegis),5.636094674556213,11,14,18,20,12,12,4,3,0,1,0,1,9,87
Yagnoloth,Large,17 (natural armor),6.523668639053254,19,14,21,16,15,18,4,4,0,5,2,1,11,103
Yak,Large,10,0.5769230769230769,16,10,12,2,10,6,0,0,0,0,0,0,0.25,56
Yakfolk Priest,Large,12 (hide armor),2.3076923076923075,16,11,15,14,18,14,0,3,0,0,0,0,4,88
Yakfolk Warrior,Large,11 (leather armor),2.662721893491124,18,11,15,14,15,14,0,2,0,0,0,0,3,87
Yeenoghu,Huge,20 (natural armor),14.778106508875739,29,16,23,15,24,15,3,2,0,3,3,4,24,122
Yellow Musk Creeper,Medium,6,2.662721893491124,12,3,12,1,10,3,0,0,0,0,0,4,2,41
Yellow Musk Zombie,Medium,9,1.4644970414201182,13,9,12,1,6,3,0,0,0,0,0,2,0.25,44
Yeth Hound,Large,14 (natural armor),2.2633136094674553,18,17,16,5,12,7,0,1,0,0,3,3,4,75
Yeti,Large,12 (natural armor),2.2633136094674553,18,13,16,8,12,7,0,2,0,0,1,0,3,74
Yeti Leader,Large,12 (natural armor),2.2633136094674553,18,13,16,8,12,7,0,2,0,0,1,0,3,74
Yeti Tyke,Small,11 (natural armor),0.3994082840236686,10,11,12,6,8,5,0,0,0,0,1,0,0.125,52
Yochlol,Medium,15 (natural armor),6.035502958579881,15,14,18,13,15,15,4,2,0,5,1,1,10,90
Young Amethyst Dragon,Large,18 (natural armor),7.455621301775148,21,12,21,18,15,19,4,4,0,2,0,2,9,106
Young Basilisk,Small,13 (natural armor),0.9763313609467456,13,8,15,2,8,7,0,0,0,0,0,0,1,53
Young Black Dragon,Large,18 (natural armor),5.636094674556213,19,14,17,12,11,15,4,2,0,0,1,0,7,88
Young Blue Dragon,Large,18 (natural armor),6.745562130177515,21,10,19,14,13,17,4,2,0,0,1,0,9,94
Young Brass Dragon,Large,17 (natural armor),4.881656804733727,19,10,17,12,11,15,4,3,0,0,1,0,6,84
Young Bronze Dragon,Large,18 (natural armor),6.301775147928994,21,10,19,14,13,17,4,3,0,0,1,0,8,94
Young Bulette,Large,11 (natural armor),1.997041420118343,21,8,15,2,12,6,0,0,0,0,0,0,2,64
Young Cloud Giant,Huge,13 (natural armor),4.659763313609467,21,8,19,10,12,12,0,2,0,0,0,0,5,82
Young Copper Dragon,Large,17 (natural armor),5.281065088757396,19,12,17,16,13,15,4,3,0,0,1,0,7,92
Young Crystal Dragon,Large,15 (natural armor),4.215976331360946,17,12,18,16,14,17,4,3,0,2,0,0,5,94
Young Deep Dragon,Large,16 (natural armor),4.127218934911243,18,13,16,12,14,16,4,3,0,2,0,3,5,89
Young Dragon Turtle,Huge,19 (natural armor),7.899408284023668,21,10,19,10,12,12,3,0,0,1,0,0,10,84
Young Emerald Dragon,Large,17 (natural armor),6.301775147928994,21,12,19,16,14,16,4,4,0,2,0,0,8,98
Young Fire Giant,Large,11 (hide armor),2.618343195266272,19,8,16,5,7,7,0,0,0,0,1,0,2,62
Young Frost Giant,Large,11 (hide armor),2.618343195266272,19,8,16,5,7,7,0,0,0,0,1,0,2,62
Young Gold Dragon,Large,18 (natural armor),7.899408284023668,23,14,21,16,13,20,4,4,0,0,1,0,10,107
Young Green Dragon,Large,18 (natural armor),6.035502958579881,19,12,17,16,13,15,4,3,0,0,1,1,8,92
Young Griffon (Medium),Medium,12,1.4201183431952662,12,15,16,2,13,8,0,1,0,0,0,0,1,66
Young Griffon (Small),Small,12,0.5769230769230769,8,15,16,2,13,8,0,1,0,0,0,0,0.25,62
Young Griffon (Tiny),Tiny,12,0.22189349112426035,2,15,16,2,13,8,0,1,0,0,0,0,0,56
Young Hill Giant,Medium,13 (hide armor),0.665680473372781,16,12,16,7,11,10,0,1,0,0,0,0,0.5,72
Young Hook Horror,Small,11 (natural armor),0.4881656804733728,12,10,15,6,12,7,0,1,0,0,0,0,0.25,62
Young Horizonback Tortoise,Huge,15 (natural armor),3.0177514792899407,19,11,15,2,12,5,0,0,0,0,0,0,3,64
Young Kruthik,Small,16 (natural armor),0.3994082840236686,13,16,13,4,10,6,0,1,0,0,0,0,0.125,62
Young Lunar Dragon,Large,16 (natural armor),5.458579881656805,19,12,18,8,10,13,2,2,0,0,1,0,7,80
Young Moonstone Dragon,Large,18 (natural armor),6.390532544378698,18,16,17,18,17,19,4,3,0,0,0,1,8,105
Young Ogre Servant,Medium,13 (hide armor),0.665680473372781,16,12,16,7,11,10,0,1,0,0,0,0,0.5,72
Young Purple Worm,Gargantuan,18 (natural armor),8.165680473372781,28,7,22,1,8,4,2,0,0,0,0,0,13,70
Young Red Dragon,Large,18 (natural armor),7.899408284023668,23,10,21,14,11,19,4,2,0,0,1,0,10,98
Young Red Shadow Dragon,Large,18 (natural armor),7.899408284023668,23,10,21,14,11,19,4,2,0,1,1,0,13,98
Young Remorhaz,Large,14 (natural armor),4.127218934911243,18,13,17,3,10,4,0,0,0,0,2,0,5,65
Young Sapphire Dragon,Large,17 (natural armor),6.967455621301775,21,14,20,16,15,16,4,4,0,2,0,1,9,102
Young Sea Serpent,Huge,16 (natural armor),5.458579881656805,19,12,17,11,13,10,2,2,0,0,1,0,8,82
Young Silver Dragon,Large,18 (natural armor),7.455621301775148,23,10,21,14,11,19,4,4,0,0,1,0,9,98
Young Solar Dragon,Large,16 (natural armor),7.899408284023668,20,15,20,13,14,12,4,2,0,0,1,1,9,94
Young Topaz Dragon,Large,17 (natural armor),5.636094674556213,17,12,15,16,15,16,4,3,0,2,0,0,7,91
Young Troglodyte,Small,12,0.22189349112426035,7,15,9,8,7,8,0,0,0,0,0,0,0.125,54
Young Wereraven,Small,12,0.3106508875739645,10,15,11,13,15,14,0,2,0,0,0,0,2,78
Young White Dragon,Large,17 (natural armor),5.902366863905325,18,10,18,6,11,12,4,2,0,0,1,0,6,75
Young Winter Wolf,Large,14 (natural armor),1.6420118343195265,17,15,15,3,12,7,0,2,0,0,0,0,1,69
Yuan-ti Abomination,Large,15 (natural armor),5.636094674556213,19,16,17,17,15,18,0,2,0,0,1,1,7,102
Yuan-ti Anathema,Huge,16 (natural armor),8.38757396449704,23,13,19,19,17,20,0,2,0,3,1,1,12,111
Yuan-ti Broodguard,Medium,14 (natural armor),1.997041420118343,15,14,14,6,11,4,3,1,0,0,1,3,2,64
Yuan-ti Malison (Type 1),Medium,12,2.9289940828402363,16,14,13,14,12,16,0,2,0,0,1,1,3,85
Yuan-ti Malison (Type 2),Medium,12,2.9289940828402363,16,14,13,14,12,16,0,2,0,0,1,1,3,85
Yuan-ti Malison (Type 3),Medium,12,2.9289940828402363,16,14,13,14,12,16,0,2,0,0,1,1,3,85
Yuan-ti Malison (Type 4),Medium,12,2.9289940828402363,16,14,13,14,12,16,0,2,0,0,1,1,3,85
Yuan-ti Malison (Type 5),Medium,12,2.9289940828402363,16,14,13,14,12,16,0,2,0,0,1,1,3,85
Yuan-ti Mind Whisperer,Medium,14 (natural armor),3.150887573964497,16,14,13,14,14,16,2,2,0,0,1,1,4,87
Yuan-ti Nightmare Speaker,Medium,14 (natural armor),3.150887573964497,16,14,13,14,12,16,2,2,0,0,1,1,4,85
Yuan-ti Pit Master,Medium,14 (natural armor),3.905325443786982,16,14,13,14,12,16,2,2,0,0,1,1,5,85
Yuan-ti Priest,Medium,12,2.9289940828402363,16,14,13,14,12,16,0,2,0,0,1,1,3,85
Yuan-ti Pureblood,Medium,11,1.7751479289940828,11,12,11,13,12,14,0,3,0,0,1,1,1,73
Zakya Rakshasa,Medium,"18 (scale mail, shield)",2.618343195266272,18,14,18,12,13,11,0,2,1,3,0,0,5,86
Zaratan,Gargantuan,21 (natural armor),13.624260355029586,30,10,30,2,21,18,2,0,0,5,1,5,22,111
Zariel,Large,21 (natural armor),18.63905325443787,27,24,28,26,27,30,3,2,0,5,2,4,26,162
Zebra,Large,10,0.5769230769230769,16,10,12,2,11,7,0,0,0,0,0,0,0.25,58
Zegana,Medium,16 (natural armor),5.769230769230769,11,14,14,20,18,16,2,3,0,2,0,0,16,93
Zhent Martial Arts Adept,Small,16,2.1745562130177514,11,17,13,11,16,10,0,3,0,0,0,0,3,78
Zhentarim Thug,Medium,11 (leather armor),1.4201183431952662,15,11,14,10,10,11,0,1,0,0,0,0,0.5,71
Zodar,Medium,20 (natural armor),8.875739644970414,30,10,26,12,15,18,4,0,0,0,3,7,16,111
Zombie,Medium,8,0.9763313609467456,13,6,16,3,6,5,1,0,0,0,1,1,0.25,49
Zombie Clot,Huge,12 (natural armor),4.615384615384615,20,10,16,3,8,10,1,0,0,0,1,6,6,67
Zombie Plague Spreader,Medium,10,3.4615384615384612,16,10,15,3,5,5,0,0,0,1,1,3,4,54
Zorbo,Small,10 (see Natural Armor feature),1.198224852071006,13,11,13,3,12,7,0,1,0,0,0,0,0.5,59
Zuggtmoy,Large,18 (natural armor),13.49112426035503,22,15,18,20,19,24,3,1,0,3,3,4,23,118
