Name,AC,HP,Strength,Dexterity,Constitution,Intelligence,Wisdom,Charisma,Saving Throws,Skills,Damage Vulnerabilities,Damage Resistances,Damage Immunities,Condition Immunities,CR,gargantuan,huge,large,medium,or,small,tiny,Overall
Thayan Apprentice,12,1.198224852071006,10,14,12,15,13,11,0,1,0,0,0,0,2,0,0,0,1,0,0,0,75
Thayan Warrior,16,2.3076923076923075,16,13,14,10,11,11,0,1,0,0,0,0,2,0,0,0,1,0,0,0,75
The Bagman,15,3.727810650887574,18,13,20,7,9,7,0,1,0,0,0,0,5,0,0,1,0,0,0,0,74
The Lord of Blades,19,8.653846153846153,20,15,18,19,17,18,4,4,0,2,0,3,18,0,0,0,1,0,0,0,107
Theran Chimera,15,4.215976331360946,18,13,19,3,14,10,2,1,0,0,0,0,7,0,0,1,0,0,0,0,77
Thessalhydra,14,3.062130177514793,19,12,20,5,10,7,0,1,0,0,1,5,4,0,1,0,0,0,0,0,73
Thorn Slinger,11,1.4201183431952662,13,12,12,1,10,1,0,0,0,0,0,3,0.5,0,0,1,0,0,0,0,49
Thorny Vegepygmy,14,1.198224852071006,13,12,13,2,10,6,0,2,0,2,0,0,1,0,0,0,1,0,0,0,56
Thought Spy,13,1.198224852071006,11,14,10,16,13,14,0,6,0,0,0,0,1,0,0,0,1,0,0,0,78
Thri-kreen,15,1.4644970414201182,12,15,13,8,12,7,0,3,0,0,0,0,1,0,0,0,1,0,0,0,67
Thri-kreen Gladiator,17,6.301775147928994,18,18,16,10,15,11,3,3,0,0,0,1,7,0,0,0,1,0,0,0,88
Thri-kreen Hunter,16,2.662721893491124,15,16,13,10,14,9,0,3,0,0,0,0,2,0,0,0,1,0,0,0,77
Thri-kreen Mystic,15,4.393491124260355,12,15,13,12,16,10,0,3,0,0,0,0,5,0,0,0,1,0,0,0,78
Thug,11,1.4201183431952662,15,11,14,10,10,11,0,1,0,0,0,0,0.5,0,0,0,1,0,0,0,71
Thunderbeast Skeleton,15,3.0177514792899407,19,11,15,2,12,5,0,0,1,0,1,2,3,0,1,0,0,0,0,0,64
Tiefling Acrobat,10,0.17751479289940827,10,10,10,10,10,10,0,2,0,0,0,0,0,0,0,0,1,0,0,0,60
Tiger,12,1.6420118343195265,17,15,14,3,12,8,0,2,0,0,0,0,1,0,0,1,0,0,0,0,69
Tin Soldier,18,1.198224852071006,14,11,13,1,3,1,0,0,0,0,2,8,1,0,0,0,0,0,1,0,43
Tiny Servant,15,0.4437869822485207,4,16,10,2,10,1,0,0,0,0,2,8,0,0,0,0,0,0,0,1,43
Titivilus,20,6.65680473372781,19,22,17,24,22,26,4,4,0,3,2,4,16,0,0,0,1,0,0,0,130
Tlacatecolo,13,3.4615384615384612,12,17,14,10,15,10,2,2,0,2,0,1,5,0,0,0,1,0,0,0,78
Tlexolotl,15,4.615384615384615,25,10,17,7,13,9,0,0,0,0,2,3,10,0,1,0,0,0,0,0,81
Tlincalli,15,3.7721893491124256,16,13,16,8,12,8,0,3,0,0,0,0,5,0,0,1,0,0,0,0,73
Tomb Dwarf,14,1.997041420118343,15,14,16,10,13,15,0,2,0,3,1,2,3,0,0,0,1,0,0,0,83
Tomb Guardian,17,4.127218934911243,19,9,18,6,10,5,0,0,0,0,4,6,5,0,0,0,1,0,0,0,67
Tomb Tapper,17,9.186390532544378,22,10,21,14,14,11,0,1,0,1,2,2,10,0,1,0,0,0,0,0,92
Topaz Dragon Wyrmling,16,1.4644970414201182,15,12,13,14,13,14,4,3,0,2,0,0,2,0,0,0,1,0,0,0,81
Topaz Greatwyrm,21,22.5,28,14,29,30,24,25,4,3,0,0,1,4,26,1,0,0,0,0,0,0,150
Tortle,17,0.9763313609467456,15,10,12,11,13,12,0,2,0,0,0,0,0.25,0,0,0,1,0,0,0,73
Tortle Druid,17,1.4644970414201182,14,10,12,11,15,12,0,3,0,0,0,0,2,0,0,0,1,0,0,0,74
Transmuter Wizard,12,2.1745562130177514,9,14,11,17,12,11,2,2,0,0,0,0,5,0,0,0,1,0,0,0,74
Trapper,13,3.0177514792899407,17,10,17,2,13,4,0,1,0,0,0,0,3,0,0,1,0,0,0,0,63
Treant,16,6.124260355029586,23,8,21,12,16,12,0,0,1,2,0,0,9,0,1,0,0,0,0,0,92
Treant Sapling,14,1.997041420118343,17,8,15,12,12,10,0,0,1,2,0,0,2,0,0,1,0,0,0,0,74
Tree Blight,15,4.0828402366863905,23,10,20,6,10,3,0,0,0,0,0,2,7,0,1,0,0,0,0,0,72
Tressym,12,0.22189349112426035,3,15,10,11,12,12,0,2,0,0,1,1,0,0,0,0,0,0,0,1,63
Tressym,12,0.22189349112426035,3,15,10,11,12,12,0,2,0,0,1,1,0,0,0,0,0,0,0,1,63
Tri-flower Frond,10,0.4881656804733728,14,15,12,9,13,9,0,0,0,0,0,4,0.5,0,0,0,1,0,0,0,72
Tribal Warrior,12,0.4881656804733728,13,11,12,8,11,8,0,0,0,0,0,0,0.125,0,0,0,1,0,0,0,63
Tribal Warrior Spore Servant,12,0.4881656804733728,13,11,12,2,6,1,0,0,0,0,0,4,0.125,0,0,0,1,0,0,0,45
Triceratops,13,4.215976331360946,22,9,17,2,11,5,0,0,0,0,0,0,5,0,1,0,0,0,0,0,66
Tridrone,15,0.7100591715976331,12,13,12,9,10,9,0,0,0,0,0,0,0.5,0,0,0,1,0,0,0,65
Triton Master of Waves,15,4.659763313609467,16,11,16,10,12,19,3,3,0,2,0,0,8,0,0,0,1,0,0,0,84
Triton Shorestalker,13,1.4201183431952662,11,16,14,10,15,11,0,3,0,1,0,0,2,0,0,0,1,0,0,0,77
Troglodyte,11,0.5769230769230769,14,10,14,6,10,6,0,1,0,0,0,0,0.25,0,0,0,1,0,0,0,60
Troglodyte Champion of Laogzed,14,2.618343195266272,18,12,18,8,12,12,0,3,0,0,0,0,3,0,0,0,1,0,0,0,80
Troll,15,3.727810650887574,18,13,20,7,9,7,0,1,0,0,0,0,5,0,0,1,0,0,0,0,74
Tromokratis,22,18.150887573964496,30,11,29,22,11,10,2,0,0,3,3,4,26,1,0,0,0,0,0,0,113
Trostani,17,11.18343195266272,19,14,20,16,30,25,3,5,0,0,0,2,18,0,0,1,0,0,0,0,124
Tsucora Quori,16,3.0177514792899407,17,14,18,14,14,16,2,2,0,1,0,2,7,0,0,0,1,0,0,0,93
Twig Blight,13,0.17751479289940827,6,13,12,4,8,3,0,1,1,0,0,2,0.125,0,0,0,0,0,1,0,46
Two-Headed Cerberus,12,1.7307692307692306,15,14,14,3,13,6,0,2,0,0,2,6,2,0,0,0,1,0,0,0,65
Typhon,17,8.653846153846153,24,10,20,7,12,13,1,0,0,0,2,0,15,0,1,0,0,0,0,0,86
Tyrannosaurus Rex,13,6.035502958579881,25,10,19,2,12,9,0,1,0,0,0,0,8,0,1,0,0,0,0,0,77
Tyrannosaurus Zombie,11,6.035502958579881,25,6,19,1,3,5,0,0,0,0,1,1,8,0,1,0,0,0,0,0,59
Udaak,18,7.322485207100591,26,14,22,3,11,10,2,0,1,0,3,4,16,1,0,0,0,0,0,0,86
Ulitharid,15,5.636094674556213,15,12,15,21,19,21,3,4,0,0,0,0,9,0,0,1,0,0,0,0,103
Ultroloth,19,6.789940828402367,16,16,18,18,15,19,0,3,0,5,2,3,13,0,0,0,1,0,0,0,102
Umber Hulk,18,4.127218934911243,20,13,16,9,10,10,0,0,0,0,0,0,5,0,0,1,0,0,0,0,78
Undead Bulette,17,5.547337278106508,19,11,21,2,10,5,0,1,1,1,1,1,5,0,0,1,0,0,0,0,68
Undead Cockatrice,11,1.198224852071006,6,12,12,2,13,5,0,0,0,0,1,1,0.5,0,0,0,0,0,1,0,50
Undead Shambling Mound,15,6.035502958579881,18,8,16,5,10,5,0,1,0,2,2,4,5,0,0,1,0,0,0,0,62
Undead Soldier,18,1.997041420118343,15,14,16,10,13,15,0,2,0,3,1,2,3,0,0,0,1,0,0,0,83
Undead Spirit,11,1.331360946745562,12,16,15,4,10,9,0,0,0,0,2,4,0,0,0,0,1,0,0,0,66
Undead Tree,16,6.124260355029586,23,8,21,12,16,12,0,0,1,1,0,0,9,0,1,0,0,0,0,0,92
Undercity Medusa,16,5.325443786982248,16,18,16,17,12,15,0,4,0,0,0,0,6,0,0,0,1,0,0,0,94
Underworld Cerberus,16,4.615384615384615,19,12,18,10,16,9,0,3,0,0,2,6,6,0,0,1,0,0,0,0,84
Undying Councilor,17,4.615384615384615,16,10,14,17,21,16,3,5,1,0,2,5,10,0,0,0,1,0,0,0,94
Undying Soldier,17,1.1538461538461537,16,12,14,11,13,14,0,4,1,3,1,2,2,0,0,0,1,0,0,0,80
Unicorn,12,2.9733727810650885,18,14,15,11,17,16,0,0,0,0,1,3,5,0,0,1,0,0,0,0,91
Unspeakable Horror,15,4.215976331360946,21,13,19,3,14,17,2,1,0,0,0,0,8,0,1,0,0,0,0,0,87
Uthgardt Barbarian Leader,14,2.9733727810650885,16,15,17,9,11,9,0,0,0,0,0,0,2,0,0,0,1,0,0,0,77
Uthgardt Shaman,13,1.6863905325443787,14,12,13,10,15,12,0,4,0,0,0,0,2,0,0,0,1,0,0,0,76
Valenar Hawk,14,0.4437869822485207,8,18,10,9,16,11,0,1,0,0,0,0,0.125,0,0,0,0,0,0,1,72
Valenar Hound,14,0.8431952662721893,17,15,14,10,15,11,0,1,0,0,0,0,0.5,0,0,0,1,0,0,0,82
Valenar Steed,13,0.9763313609467456,14,16,14,10,15,11,0,1,0,0,0,0,0.5,0,0,1,0,0,0,0,80
Vampirate,14,1.863905325443787,12,14,18,10,11,12,0,0,1,0,3,3,2,0,0,0,1,0,0,0,77
Vampirate Captain,15,3.7721893491124256,15,16,18,12,13,16,3,0,1,0,3,3,6,0,0,0,1,0,0,0,90
Vampirate Mage,14,3.0177514792899407,12,14,18,13,14,15,2,0,1,0,3,3,5,0,0,0,1,0,0,0,86
Vampire,16,6.390532544378698,18,18,18,17,15,18,3,2,0,3,0,0,13,0,0,0,1,0,0,0,104
Vampire Spawn,15,3.6390532544378695,16,16,16,11,10,12,2,2,0,3,0,0,5,0,0,0,1,0,0,0,81
Vampire Spellcaster,16,6.390532544378698,18,18,18,17,15,18,3,2,0,3,0,0,15,0,0,0,1,0,0,0,104
Vampire Warrior,18,6.390532544378698,18,18,18,17,15,18,3,2,0,3,0,0,15,0,0,0,1,0,0,0,104
Vampiric Ixitxachitl,16,1.952662721893491,14,18,13,12,13,7,0,0,0,0,0,0,2,0,0,0,1,0,0,0,77
Vampiric Ixitxachitl Cleric,16,1.952662721893491,14,18,13,12,13,7,0,0,0,0,0,0,2,0,0,0,1,0,0,0,77
Vampiric Jade Statue,14,5.059171597633136,16,14,18,6,10,5,0,0,1,0,2,6,8,0,0,1,0,0,0,0,69
Vampiric Mind Flayer,15,3.7721893491124256,18,18,18,5,15,18,4,2,0,2,0,3,5,0,0,0,1,0,0,0,92
Vampiric Mist,13,1.331360946745562,6,16,16,6,12,7,1,0,0,7,1,8,3,0,0,0,1,0,0,0,63
Vargouille,12,0.7988165680473372,6,14,14,4,7,2,0,0,0,3,1,1,1,0,0,0,0,0,0,1,47
Vegepygmy,13,0.5769230769230769,7,14,13,6,11,7,0,2,0,2,0,0,0.25,0,0,0,0,0,1,0,58
Vegepygmy Chief,14,1.4644970414201182,14,14,14,7,12,9,0,2,0,2,0,0,2,0,0,0,0,0,1,0,70
Velociraptor,13,0.4437869822485207,6,14,13,4,12,6,0,1,0,0,0,0,0.25,0,0,0,0,0,0,1,55
Velomachus Lorehold,21,21.612426035502956,30,14,29,30,20,18,4,4,0,0,1,0,25,1,0,0,0,0,0,0,141
Venom Troll,15,4.171597633136095,18,13,20,7,9,7,0,1,0,0,1,1,7,0,0,1,0,0,0,0,74
Verbeeg Longstrider,14,5.281065088757396,19,15,16,13,14,10,3,3,0,0,0,0,5,0,0,1,0,0,0,0,87
Verbeeg Marauder,14,3.7721893491124256,19,11,16,11,10,9,2,3,0,0,0,0,4,0,0,1,0,0,0,0,76
Veteran,17,2.57396449704142,16,13,14,10,11,10,0,2,0,0,0,0,3,0,0,0,1,0,0,0,74
Veteran of the Gauntlet,17,2.57396449704142,16,13,14,10,11,10,0,2,0,0,0,0,3,0,0,0,1,0,0,0,74
Vine Blight,12,1.1538461538461537,15,8,14,5,10,3,0,1,0,0,0,2,0.5,0,0,0,1,0,0,0,55
Violet Fungus,5,0.7988165680473372,3,1,10,1,3,1,0,0,0,0,0,3,0.25,0,0,0,1,0,0,0,19
Violet Fungus,5,0.7988165680473372,3,1,10,1,3,1,0,0,0,0,0,3,0.25,0,0,0,1,0,0,0,19
Vistana Assassin,15,3.4615384615384612,11,16,14,13,11,10,2,4,0,1,0,0,8,0,0,0,1,0,0,0,75
Vistana Bandit,12,0.4881656804733728,11,12,12,10,10,10,0,0,0,0,0,0,0.125,0,0,0,1,0,0,0,65
Vistana Bandit Captain,15,2.8846153846153846,15,16,14,14,11,14,3,2,0,0,0,0,2,0,0,0,1,0,0,0,84
Vistana Commoner,10,0.17751479289940827,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,60
Vistana Guard,16,0.4881656804733728,13,12,12,10,11,10,0,1,0,0,0,0,0.125,0,0,0,1,0,0,0,68
Vistana Spy,12,1.198224852071006,10,15,10,12,14,16,0,7,0,0,0,0,1,0,0,0,1,0,0,0,77
Vistana Thug,11,1.4201183431952662,15,11,14,10,10,11,0,1,0,0,0,0,0.5,0,0,0,1,0,0,0,71
Void Scavver,15,6.967455621301775,22,16,19,4,13,5,0,2,0,0,0,0,11,0,1,0,0,0,0,0,79
Vox Seeker,14,0.3106508875739645,2,10,12,1,10,1,0,0,0,0,2,8,0.125,0,0,0,0,0,0,1,36
Vrock,15,4.615384615384615,17,15,18,8,13,8,3,0,0,5,1,1,6,0,0,1,0,0,0,0,79
Vulture,10,0.22189349112426035,7,10,13,2,12,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,48
Walking Corpse,10,0.17751479289940827,10,10,10,10,10,10,0,0,0,0,0,2,0,0,0,0,1,0,0,0,60
Walking Statue of Waterdeep,17,13.93491124260355,30,8,27,1,10,1,1,0,0,0,6,7,18,1,0,0,0,0,0,0,77
Walrus,9,0.9763313609467456,15,9,14,3,11,4,0,0,0,0,0,0,0.25,0,0,1,0,0,0,0,56
War Priest,18,5.192307692307692,16,10,14,11,17,13,2,2,0,0,0,0,9,0,0,0,1,0,0,0,81
Warforged Colossus,23,18.195266272189347,30,11,30,3,11,8,3,0,0,0,4,8,25,1,0,0,0,0,0,0,93
Warforged Soldier,16,1.331360946745562,16,12,16,10,14,11,0,3,0,1,0,0,1,0,0,0,1,0,0,0,79
Warforged Titan,20,5.547337278106508,23,8,22,3,11,1,0,0,0,0,2,6,8,0,1,0,0,0,0,0,68
Warhorse,11,0.8431952662721893,18,12,13,2,12,7,0,0,0,0,0,0,0.5,0,0,1,0,0,0,0,64
Warhorse Skeleton,13,0.9763313609467456,18,12,15,2,8,5,0,0,1,0,1,2,0.5,0,0,1,0,0,0,0,60
Warlock of the Archfey,13,2.9733727810650885,9,16,11,11,12,18,2,4,0,0,0,1,4,0,0,0,1,0,0,0,77
Warlock of the Fiend,13,3.4615384615384612,10,16,15,12,12,18,2,4,0,1,0,0,7,0,0,0,1,0,0,0,83
Warlock of the Great Old One,13,4.038461538461538,9,16,15,12,12,18,2,2,0,1,0,0,6,0,0,0,1,0,0,0,82
Warlord,18,10.162721893491124,20,16,18,12,12,18,3,4,0,0,0,0,12,0,0,0,1,0,0,0,96
Warrior,21,3.4615384615384612,18,14,14,10,12,10,1,3,0,0,0,0,0,0,0,0,1,0,0,0,78
Warrior,16,0.5769230769230769,15,13,14,10,12,10,1,3,0,0,0,0,0,0,0,0,1,0,0,0,74
Warrior,20,2.8846153846153846,18,14,14,10,12,10,1,3,0,0,0,0,0,0,0,0,1,0,0,0,78
Warrior,20,2.3076923076923075,16,14,14,10,12,10,1,3,0,0,0,0,0,0,0,0,1,0,0,0,76
Wasteland Dragonnel,13,2.8846153846153846,16,16,12,8,13,10,0,1,0,1,0,0,3,0,0,1,0,0,0,0,75
Wastrilith,18,6.967455621301775,19,18,21,19,12,14,2,0,0,5,1,1,13,0,0,1,0,0,0,0,103
Water Elemental,14,5.059171597633136,18,14,18,5,10,8,0,0,0,3,1,8,5,0,0,1,0,0,0,0,73
Water Elemental Myrmidon,18,5.636094674556213,18,14,15,8,10,10,0,0,0,3,1,4,7,0,0,0,1,0,0,0,75
Water Weird,13,2.57396449704142,17,16,13,11,10,10,0,0,0,3,1,7,3,0,0,1,0,0,0,0,77
Weasel,13,0.04437869822485207,3,16,8,2,12,3,0,2,0,0,0,0,0,0,0,0,0,0,0,1,44
Werebat,13,1.0650887573964496,8,17,10,10,12,8,0,2,0,0,3,0,2,0,0,0,0,0,1,0,65
Werebear,10,5.991124260355029,19,10,17,11,12,12,0,1,0,0,3,0,5,0,0,0,1,0,0,0,81
Wereboar,10,3.4615384615384612,17,10,15,10,11,8,0,1,0,0,3,0,4,0,0,0,1,0,0,0,71
Werejaguar,12,5.325443786982248,17,15,16,10,13,11,0,2,0,0,3,0,4,0,0,0,1,0,0,0,82
Wererat,12,1.4644970414201182,10,15,12,11,10,8,0,2,0,0,3,0,2,0,0,0,1,0,0,0,66
Wereraven,12,1.3757396449704142,10,15,11,13,15,14,0,2,0,0,0,0,2,0,0,0,1,0,0,0,78
Weretiger,12,5.325443786982248,17,15,16,10,13,11,0,2,0,0,3,0,4,0,0,0,1,0,0,0,82
Werewolf,11,2.57396449704142,15,13,14,10,11,10,0,1,0,0,3,0,3,0,0,0,1,0,0,0,73
Whistler,15,7.988165680473372,13,16,14,15,16,18,2,1,0,1,0,3,9,0,0,1,0,0,0,0,92
White Abishai,15,3.0177514792899407,16,11,18,11,12,13,2,0,0,3,3,1,6,0,0,0,1,0,0,0,81
White Dragon Wyrmling,16,1.4201183431952662,14,10,14,5,10,11,4,2,0,0,1,0,2,0,0,0,1,0,0,0,64
White Greatwyrm,22,23.653846153846153,30,14,30,21,20,26,4,3,0,0,1,3,27,1,0,0,0,0,0,0,141
Wight,14,1.997041420118343,15,14,16,10,13,15,0,2,0,3,1,2,3,0,0,0,1,0,0,0,83
Wild Dog,12,0.1331360946745562,8,15,11,3,12,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,55
Wildfire Spirit,13,0.22189349112426035,10,14,14,13,15,11,0,0,0,0,1,5,0,0,0,0,0,0,1,0,77
Will-o'-Wells,19,0.9763313609467456,1,28,10,13,14,11,0,0,0,7,2,7,2,0,0,0,0,0,0,1,77
Will-o'-Wisp,19,0.9763313609467456,1,28,10,13,14,11,0,0,0,7,2,7,2,0,0,0,0,0,0,1,77
Winged Bull,12,4.215976331360946,20,14,18,6,10,5,0,0,0,0,0,0,4,0,0,1,0,0,0,0,73
Winged Kobold,13,0.3106508875739645,7,16,9,8,7,8,0,0,0,0,0,0,0.25,0,0,0,0,0,1,0,55
Winged Lion,13,5.059171597633136,20,16,18,6,14,5,0,0,0,0,0,0,4,0,0,1,0,0,0,0,79
Winged Thrull,12,1.3757396449704142,9,15,12,8,9,8,1,0,0,0,1,2,0.5,0,0,0,0,0,1,0,61
Winter Eladrin,19,7.322485207100591,11,16,16,18,17,13,0,0,0,1,0,0,10,0,0,0,1,0,0,0,91
Winter Wolf,13,3.328402366863905,18,13,14,7,12,8,0,2,0,0,1,0,3,0,0,1,0,0,0,0,72
Witchlight Hand (Medium),12,0.3994082840236686,10,14,11,12,13,12,0,1,0,0,0,0,0.125,0,0,0,1,0,0,0,72
Witchlight Hand (Small),12,0.3106508875739645,10,14,11,12,13,12,0,1,0,0,0,0,0.125,0,0,0,0,0,1,0,72
Witherbloom Apprentice,13,1.952662721893491,10,14,13,12,15,11,2,3,0,0,0,0,2,0,0,0,1,1,1,0,75
Witherbloom Pledgemage,12,2.9289940828402363,10,15,13,14,17,11,2,3,0,0,1,1,4,0,0,0,1,1,1,0,80
Witherbloom Professor of Decay,14,4.659763313609467,11,14,16,16,19,13,4,4,0,1,0,0,7,0,0,0,1,1,1,0,89
Witherbloom Professor of Growth,13,4.970414201183432,11,13,16,16,19,13,4,4,0,1,0,1,7,0,0,0,1,1,1,0,88
Woe Strider,17,4.881656804733727,18,15,16,8,14,14,0,2,0,0,0,1,7,0,0,1,0,0,0,0,85
Wolf,13,0.4881656804733728,12,15,12,3,12,6,0,2,0,0,0,0,0.25,0,0,0,1,0,0,0,60
Wood Elf,13,0.7100591715976331,11,14,12,11,13,11,0,4,0,0,0,0,0.5,0,0,0,1,0,0,0,72
Wood Elf Wizard,12,1.997041420118343,9,14,10,17,13,12,0,4,0,0,0,0,7,0,0,0,1,0,0,0,75
Wood Woad,18,3.328402366863905,18,12,16,10,13,8,0,3,1,2,0,2,5,0,0,0,1,0,0,0,77
Wooden Donkey,10,0.4881656804733728,14,10,13,2,10,5,0,0,0,0,1,6,0.125,0,0,0,1,0,0,0,54
Worg,13,1.1538461538461537,16,13,13,7,11,8,0,1,0,0,0,0,0.5,0,0,1,0,0,0,0,68
Wraith,13,2.9733727810650885,6,16,16,12,14,15,0,0,0,7,2,8,5,0,0,0,1,0,0,0,79
Wretched Sorrowsworn,15,0.4437869822485207,7,12,9,5,6,5,0,0,0,3,0,0,0.25,0,0,0,0,0,1,0,44
Wurm,18,8.875739644970414,24,10,22,3,12,4,2,0,0,0,0,0,14,0,1,0,0,0,0,0,75
Wynling,15,0.9319526627218935,3,20,13,10,14,16,0,2,0,0,0,0,0.5,0,0,0,0,0,0,1,76
Wyvern,13,4.881656804733727,19,10,16,5,12,6,0,1,0,0,0,0,6,0,0,1,0,0,0,0,68
Xorn,19,3.239644970414201,17,10,22,11,10,11,0,2,0,1,0,0,5,0,0,0,1,0,0,0,81
Xvart,13,0.3106508875739645,8,14,10,8,7,7,0,1,0,0,0,0,0.125,0,0,0,0,0,1,0,54
Xvart Speaker,13,0.3106508875739645,8,14,10,13,7,7,0,1,0,0,0,0,0.125,0,0,0,0,0,1,0,59
Xvart Warlock of Raxivort,12,0.9763313609467456,8,14,12,8,11,12,0,1,0,0,0,0,1,0,0,0,0,0,1,0,65
Y'demi,16,5.636094674556213,11,14,18,20,12,12,4,3,0,1,0,1,9,0,0,0,1,0,0,0,87
Yagnoloth,17,6.523668639053254,19,14,21,16,15,18,4,4,0,5,2,1,11,0,0,1,0,0,0,0,103
Yak,10,0.5769230769230769,16,10,12,2,10,6,0,0,0,0,0,0,0.25,0,0,1,0,0,0,0,56
Yakfolk Priest,12,2.3076923076923075,16,11,15,14,18,14,0,3,0,0,0,0,4,0,0,1,0,0,0,0,88
Yakfolk Warrior,11,2.662721893491124,18,11,15,14,15,14,0,2,0,0,0,0,3,0,0,1,0,0,0,0,87
Yeenoghu,20,14.778106508875739,29,16,23,15,24,15,3,2,0,3,3,4,24,0,1,0,0,0,0,0,122
Yellow Musk Creeper,6,2.662721893491124,12,3,12,1,10,3,0,0,0,0,0,4,2,0,0,0,1,0,0,0,41
Yellow Musk Zombie,9,1.4644970414201182,13,9,12,1,6,3,0,0,0,0,0,2,0.25,0,0,0,1,0,0,0,44
Yeth Hound,14,2.2633136094674553,18,17,16,5,12,7,0,1,0,0,3,3,4,0,0,1,0,0,0,0,75
Yeti,12,2.2633136094674553,18,13,16,8,12,7,0,2,0,0,1,0,3,0,0,1,0,0,0,0,74
Yeti Leader,12,2.2633136094674553,18,13,16,8,12,7,0,2,0,0,1,0,3,0,0,1,0,0,0,0,74
Yeti Tyke,11,0.3994082840236686,10,11,12,6,8,5,0,0,0,0,1,0,0.125,0,0,0,0,0,1,0,52
Yochlol,15,6.035502958579881,15,14,18,13,15,15,4,2,0,5,1,1,10,0,0,0,1,0,0,0,90
Young Amethyst Dragon,18,7.455621301775148,21,12,21,18,15,19,4,4,0,2,0,2,9,0,0,1,0,0,0,0,106
Young Basilisk,13,0.9763313609467456,13,8,15,2,8,7,0,0,0,0,0,0,1,0,0,0,0,0,1,0,53
Young Black Dragon,18,5.636094674556213,19,14,17,12,11,15,4,2,0,0,1,0,7,0,0,1,0,0,0,0,88
Young Blue Dragon,18,6.745562130177515,21,10,19,14,13,17,4,2,0,0,1,0,9,0,0,1,0,0,0,0,94
Young Brass Dragon,17,4.881656804733727,19,10,17,12,11,15,4,3,0,0,1,0,6,0,0,1,0,0,0,0,84
Young Bronze Dragon,18,6.301775147928994,21,10,19,14,13,17,4,3,0,0,1,0,8,0,0,1,0,0,0,0,94
Young Bulette,11,1.997041420118343,21,8,15,2,12,6,0,0,0,0,0,0,2,0,0,1,0,0,0,0,64
Young Cloud Giant,13,4.659763313609467,21,8,19,10,12,12,0,2,0,0,0,0,5,0,1,0,0,0,0,0,82
Young Copper Dragon,17,5.281065088757396,19,12,17,16,13,15,4,3,0,0,1,0,7,0,0,1,0,0,0,0,92
Young Crystal Dragon,15,4.215976331360946,17,12,18,16,14,17,4,3,0,2,0,0,5,0,0,1,0,0,0,0,94
Young Deep Dragon,16,4.127218934911243,18,13,16,12,14,16,4,3,0,2,0,3,5,0,0,1,0,0,0,0,89
Young Dragon Turtle,19,7.899408284023668,21,10,19,10,12,12,3,0,0,1,0,0,10,0,1,0,0,0,0,0,84
Young Emerald Dragon,17,6.301775147928994,21,12,19,16,14,16,4,4,0,2,0,0,8,0,0,1,0,0,0,0,98
Young Fire Giant,11,2.618343195266272,19,8,16,5,7,7,0,0,0,0,1,0,2,0,0,1,0,0,0,0,62
Young Frost Giant,11,2.618343195266272,19,8,16,5,7,7,0,0,0,0,1,0,2,0,0,1,0,0,0,0,62
Young Gold Dragon,18,7.899408284023668,23,14,21,16,13,20,4,4,0,0,1,0,10,0,0,1,0,0,0,0,107
Young Green Dragon,18,6.035502958579881,19,12,17,16,13,15,4,3,0,0,1,1,8,0,0,1,0,0,0,0,92
Young Griffon (Medium),12,1.4201183431952662,12,15,16,2,13,8,0,1,0,0,0,0,1,0,0,0,1,0,0,0,66
Young Griffon (Small),12,0.5769230769230769,8,15,16,2,13,8,0,1,0,0,0,0,0.25,0,0,0,0,0,1,0,62
Young Griffon (Tiny),12,0.22189349112426035,2,15,16,2,13,8,0,1,0,0,0,0,0,0,0,0,0,0,0,1,56
Young Hill Giant,13,0.665680473372781,16,12,16,7,11,10,0,1,0,0,0,0,0.5,0,0,0,1,0,0,0,72
Young Hook Horror,11,0.4881656804733728,12,10,15,6,12,7,0,1,0,0,0,0,0.25,0,0,0,0,0,1,0,62
Young Horizonback Tortoise,15,3.0177514792899407,19,11,15,2,12,5,0,0,0,0,0,0,3,0,1,0,0,0,0,0,64
Young Kruthik,16,0.3994082840236686,13,16,13,4,10,6,0,1,0,0,0,0,0.125,0,0,0,0,0,1,0,62
Young Lunar Dragon,16,5.458579881656805,19,12,18,8,10,13,2,2,0,0,1,0,7,0,0,1,0,0,0,0,80
Young Moonstone Dragon,18,6.390532544378698,18,16,17,18,17,19,4,3,0,0,0,1,8,0,0,1,0,0,0,0,105
Young Ogre Servant,13,0.665680473372781,16,12,16,7,11,10,0,1,0,0,0,0,0.5,0,0,0,1,0,0,0,72
Young Purple Worm,18,8.165680473372781,28,7,22,1,8,4,2,0,0,0,0,0,13,1,0,0,0,0,0,0,70
Young Red Dragon,18,7.899408284023668,23,10,21,14,11,19,4,2,0,0,1,0,10,0,0,1,0,0,0,0,98
Young Red Shadow Dragon,18,7.899408284023668,23,10,21,14,11,19,4,2,0,1,1,0,13,0,0,1,0,0,0,0,98
Young Remorhaz,14,4.127218934911243,18,13,17,3,10,4,0,0,0,0,2,0,5,0,0,1,0,0,0,0,65
Young Sapphire Dragon,17,6.967455621301775,21,14,20,16,15,16,4,4,0,2,0,1,9,0,0,1,0,0,0,0,102
